"row","column","cor","p"
"Min.diameter.um_CoV","chullLength_Mean",0.180237391537987,0.02435192098922
"chullLength_Max","chullLength_Mean",0.729762450411721,0
"chullLength_Min","chullLength_Mean",0.902878095810087,0
"Area.um.2_Max","chullLength_CoV",0.451470657963364,3.31281801990713e-09
"Area.um.2_Min","chullLength_CoV",-0.228684728141501,0.00408591614382647
"Area.um.2_Mean","chullLength_CoV",0.0148251173523415,0.854259360161821
"Area.um.2_CoV","chullLength_CoV",0.923481531823426,0
"Length.um_Max","chullLength_CoV",0.449498190324161,3.94958155069958e-09
"Length.um_Min","chullLength_CoV",-0.247080020862638,0.00187361425112553
"Length.um_Mean","chullLength_CoV",-0.040419781574497,0.616379908437585
"Length.um_CoV","chullLength_CoV",0.997964312244156,0
"Circularity_Max","chullLength_CoV",0.103407067142384,0.198927481455297
"Circularity_Min","chullLength_CoV",-0.308444265322481,8.94957991892653e-05
"Circularity_Mean","chullLength_CoV",-0.38617692149642,6.3884705481243e-07
"Circularity_CoV","chullLength_CoV",0.368965244740877,2.14110750240692e-06
"Solidity_Min","chullLength_CoV",-0.306165397406571,0.000101485031406057
"Solidity_Mean","chullLength_CoV",-0.347189075563844,8.97763781404493e-06
"Solidity_CoV","chullLength_CoV",0.313227228904237,6.85094483308113e-05
"Max.diameter.um_Max","chullLength_CoV",0.485748605206177,1.29649624369677e-10
"Max.diameter.um_Min","chullLength_CoV",-0.273070458197552,0.00056265161458402
"Max.diameter.um_Mean","chullLength_CoV",-0.00749158382197215,0.926047662520731
"Max.diameter.um_CoV","chullLength_CoV",0.977291334102511,0
"Min.diameter.um_Max","chullLength_CoV",0.427690411088808,2.56504482099018e-08
"Min.diameter.um_Min","chullLength_CoV",-0.119176336059477,0.138386345507985
"Min.diameter.um_Mean","chullLength_CoV",-0.137333059379495,0.0873390897496247
"Min.diameter.um_CoV","chullLength_CoV",0.907610121540674,0
"chullLength_Max","chullLength_CoV",0.379168971566753,1.0541207244863e-06
"chullLength_Min","chullLength_CoV",-0.0574544420034455,0.476202762569718
"chullLength_Mean","chullLength_CoV",0.0618450791041709,0.443101161225772
"Area.um.2_Max","chullArea_Max",0.51317033079926,7.39852623610204e-12
"Area.um.2_Min","chullArea_Max",-0.109219159819825,0.174705094342351
"Area.um.2_Mean","chullArea_Max",0.0607324050512873,0.451364322745509
"Area.um.2_CoV","chullArea_Max",0.445015884054306,5.86494475207644e-09
"Length.um_Max","chullArea_Max",0.479897583411041,2.31286101382011e-10
"Length.um_Min","chullArea_Max",-0.0590950040302824,0.463679834834291
"Length.um_Mean","chullArea_Max",0.0322390984811367,0.689501508311185
"Length.um_CoV","chullArea_Max",0.374683504291065,1.44365885645925e-06
"Circularity_Max","chullArea_Max",0.125583339659251,0.118261748832093
"Circularity_Min","chullArea_Max",-0.0646965619979525,0.422320419695018
"Circularity_Mean","chullArea_Max",-0.046827140396074,0.561587236277737
"Circularity_CoV","chullArea_Max",0.0969543708808143,0.228566613101244
"Solidity_Min","chullArea_Max",-0.0739686471012359,0.358778146258049
"Solidity_Mean","chullArea_Max",-0.203300090088666,0.010914151554505
"Solidity_CoV","chullArea_Max",0.199162333454505,0.0126828210089789
"Max.diameter.um_Max","chullArea_Max",0.512161969938835,8.25761681255699e-12
"Max.diameter.um_Min","chullArea_Max",-0.125202996324884,0.119389139421681
"Max.diameter.um_Mean","chullArea_Max",0.0274564966572363,0.733677559185075
"Max.diameter.um_CoV","chullArea_Max",0.338379352309905,1.55665480379152e-05
